WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,DEPARTURE,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,FRIENDLYCASUALTIES_VERBOSE,WEATHER,ALTITUDE,O
98,1918/05/30,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,28,,,,896,224,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,TANTONVILLE,48.4705028,6.150884,,,,,0,,,6500,OTAG
99,1918/05/30,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,33,,,,1728,288,49.115461,6.175875,METZ-SABLON,FRANCE,"RAIL STATION",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
100,1918/05/30,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,34,,,,8552,1221.714286,,,,,"RAIL STATIONS & SIDINGS",OCHEY,48.58129185,5.95351696,,,,,0,,,9999,OTAG
101,1918/05/31,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2464,224,49.0080848,8.4037563,KARLSRUHE,GERMANY,"RAIL STATION & WORKSHOPS",TANTONVILLE,48.4705028,6.150884,,,,,1,,,10000,OTAG
102,1918/05/31,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,4,,,,2240,203.6363636,49.115461,6.175875,METZ-SABLON,FRANCE,"RAILWAY TRIANGLE",TANTONVILLE,48.4705028,6.150884,,,,,0,,,6500,OTAG
103,1918/05/31,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,8,,,,3296,219.7333333,49.356794,6.167606,"THIONVILLE & METZ",FRANCE,"RAIL STATION & JUNCTION",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
104,1918/05/31,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,28,,,,5600,1400,49.7022517,6.58261299,,,"RAIL STATION & TRIANGLE",OCHEY,48.58129185,5.95351696,,,,,0,,,10000,OTAG
105,1918/06/01,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2240,203.6363636,49.7022517,6.58261299,KARTHAUS,ITALY,"RAILWAY STN",TANTONVILLE,48.4705028,6.150884,,,,,1,,,10000,OTAG
106,1918/06/01,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,5344,890.6666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL,TANTONVILLE,48.4705028,6.150884,,,,,0,,,6500,OTAG
107,1918/06/02,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,3,,,,2240,224,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL,TANTONVILLE,48.4705028,6.150884,,,,,0,,,10000,OTAG
108,1918/06/03,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,34,,,,1568,224,49.75,6.16666,LUXEMBOURG,LUXEMBOURG,RAILWAYS,TANTONVILLE,48.4705028,6.150884,,,,,0,,,10000,OTAG
109,1918/06/03,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,14,,,,454,227,49.115461,6.175875,METZ,FRANCE,RAILWAYS,OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
110,1918/06/04,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,5,,,,2694,224.5,45.538718,4.675828,"TREVES & CONZ",FRANCE,"RAILWAYS & BARRACKS",TANTONVILLE,48.4705028,6.150884,,,,,0,,,10000,OTAG
111,1918/06/04,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,3,,,,2240,224,49.115461,6.175875,METZ-SABLON,FRANCE,"TRIANGLE OF RAILWAYS",TANTONVILLE,48.4705028,6.150884,,,,,0,,,6500,OTAG
112,1918/06/05,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,34,,,,1649,235.5714286,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
113,1918/06/05,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,34,,,,9184,1312,49.115461,6.175875,"METZ & THIONVILIE",FRANCE,,OCHEY,48.58129185,5.95351696,,,,,0,,,10000,OTAG
114,1918/06/06,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,3,,,,2246,224.6,50.3566962,7.5996166,COBLENZ,GERMANY,"FACTORIES, STN, BARRACKS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
115,1918/06/06,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,31,,,,1120,224,49.356794,6.167606,THIONVILLE,FRANCE,"RAIL STN & SIDINGS",AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
116,1918/06/06,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,3,,,,2395,239.5,49.356794,6.167606,"THIONVILLE, METZ-SABLON, MAIZIERES",FRANCE,"RAIL & BLAST FURNACE",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
117,1918/06/06,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,33,,,,8064,1344,49.356794,6.167606,"THIONVILLE, MOULIN-IES-METZ",FRANCE,RAIL,OCHEY,48.58129185,5.95351696,,,,,0,,,10000,OTAG
118,1918/06/07,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,36,,,,1910,212.2222222,49.7,6.583333,CONZ,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
119,1918/06/07,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,28,,,,908,227,49.356794,6.167606,THIONVILLE,FRANCE,"RAIL STN & SIDINGS",AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
120,1918/06/08,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2698,245.2727273,49.356794,6.167606,THIONVILLE,FRANCE,"RAIL SIDINGS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
121,1918/06/08,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,36,,,,2046,227.3333333,51.9691868,5.6653948,HAGENDINGEN,GERMANY,"FACTORIES & RAIL SIN",AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
122,1918/06/08,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,36,,,,2040,226.6666667,49.115461,6.175875,METZ-SABLON,FRANCE,"RAIL STN",AZELOT,48.5941522,6.2420764,,,,,0,,,8700,OTAG
123,1918/06/09,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,5,,,,2736,228,48.5812458,10.4953485,DILLINGEN,AUSTRIA,"FACTORIES & STATION",AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
124,1918/06/09,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1362,227,51.9691868,5.6653948,HAGENDINGEN,GERMANY,"RAILWAYS & FACTORIES",AZELOT,48.5941522,6.2420764,,,,,0,,,8700,OTAG
125,1918/06/12,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",1,DAY,"1918/06/12 16:20:00",35,,80,"8 KILO BOMBS",1408,176,49.284483,5.700448,DOMMARY-BARONCOURT,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"2 BURSTS OBSERVED IN RAIL YARDS, REMAINDER ON WAREHOUSE NEAR STATION","WERE SHELLED BY ANTI-AIRCRAFT NORTH OF ETAIN, ALSO ACTIVE AT DOMMARY-BARONCOURT.  ACCURACY POOR.  HAD COMBAT WITH 3 ENEMY AIRCRAFT, 2 SCOUT AND 1 BI-PLANE FOLLOWED FORMATION FROM ENTRANCE INTO GERMAN LINES UNTIL RETURN TO LINES.",,"NO PHOTOGRAPHS WERE TAKEN.",0,,,10000,OTAG
126,1918/06/12,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,2736,456,49.115461,6.175875,METZ-SABLON,FRANCE,"RAILWAY TRIANGLE",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
127,1918/06/12,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,4,,,,2394,217.6363636,49.115461,6.175875,METZ-SABLON,FRANCE,"RAILWAY STN",AZELOT,48.5941522,6.2420764,,,,,0,,,8700,OTAG
128,1918/06/13,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,5,,,,2998,249.8333333,45.538718,4.675828,TREVES,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,1,,,10000,OTAG
129,1918/06/13,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,36,,,,2052,228,48.5812458,10.4953485,DILLINGEN,AUSTRIA,"USINES DILLENQER HUTTON W",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
130,1918/06/13,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,35,,,,1828,228.5,51.9691868,5.6653948,HAGENDINGEN,GERMANY,"RAILWAYS & FACTORIES",AZELOT,48.5941522,6.2420764,,,,,0,,,8700,OTAG
131,1918/06/14,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",2,DAY,"1918/06/14 17:50:00",31,,79,"8 KILO BOMBS",1390.4,278.08,49.164419,5.875534,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"NUMEROUS BURSTS ON ROUNDHOUSE AND BUILDINGS SOUTH OF ROUNDHOUSE.  SEVERAL HITS OBSERVED ON TRACKS. WHEN LAST SEEN, THE ROUNDHOUSE WAS IN FLAMES.  TRACKS ALSO WERE LIT.","ANTI-AIRCRAFT ACTIVE AT VERDUN, PONT-A-MOUSSON, AND PARTICULARLY ACTIVE AND ACCURATE AT CONFLANS.  ONE ENEMY AIRCRAFT SEEN AT DISTANCE;",,"NO EXPOSURES MADE.",0,,"VISIBILITY GOOD BELOW; SLIGHT HAZE: SOME CLOUDS; RATHER WINDY",12025,OTAG
132,1918/06/18,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",3,NIGHT,"1918/06/18 18:17:00",31,,35,"115 MM",1540,308,49.165617,5.879407,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"4 BURSTS OBSERVED ON RAILROAD TRACKS IN R.R. YARDS; ALSO IN TRACKS AND TOWN OF CONFLANS.","ANTI-AIRCRAFT WAS ACCURATE AT CONFLANS AND FAIRLY ACCURTE.  SAW SEVERAL PLANES AT DISTANCE; IDENTITY UNDETERMINED.",,"NO EXPOSURES MADE ON TRIP.",0,,"VISIBILITY POOR; OBSERVATION DIFFICULT",14625,OTAG
133,1918/06/23,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2622,238.3636364,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
134,1918/06/23,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,5,,,,2736,228,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
135,1918/06/23,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,3,,,,2276,227.6,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,8700,OTAG
136,1918/06/23,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,31,,,,10098,2019.6,48.152448,2.202988,"BOULAY. EHRANG",FRANCE,"AERODROME. RAIL JTN",ALQUINES,50.74335342,1.997103095,,,,,0,,,10000,OTAG
137,1918/06/24,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,3,,,,2328,232.8,49.115461,6.175875,"METZ-SABLON & DILLINQEN",FRANCE,"RAILWAYS & FOUNDARIES",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
138,1918/06/24,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,3,,,,2276,227.6,48.5812458,10.4953485,"DILLINGEN & SAARBRUCKEN",AUSTRIA,"FACTORIES S RAILWAYS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
139,1918/06/24,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,36,,,,2052,228,49.233333,7,SAARBRUCKEN,GERMANY,RAILWAY,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
140,1918/06/25,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",4,DAY,"1918/06/25 09:46:00",28,,32,"115 MM",1408,352,49.159152,5.887354,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"DIRECT OBSERVATION IMPOSSIBLE DUE TO CLOUDS; PROBABLY STRUCK EASTERN END OF RAILROAD YARDS","ANTI-AIRCRAFT WAS ACTIVE THRUOUT COURSE BUT NOT VERY ACCURATE.  SAW ONE ENEMY AIRCRAFT AT DISTANCE.","THE ITINERARY INCLUDED GONDRESCOURT, BAR-LE-DUC, VERDUN CONFLANS, CHAMBLEY, VAUCOULEURS, AMANTY.","MADE 8 EXPOSURES ON TRIP ACROSS LINES.",0,,GOOD,13000,OTAG
141,1918/06/25,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,34,,,,1592,227.4285714,49.0080848,8.4037563,KARLSRUHE,GERMANY,"MUNITIONS FACTORIES",AZELOT,48.5941522,6.2420764,,,,,1,,,8700,OTAG
142,1918/06/25,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,8,,,,4747,316.4666667,48.152448,2.202988,BOULAY,FRANCE,"AERODROME; RAIL JIN",OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
143,1918/06/25,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,31,,,,6720,1344,49.115461,6.175875,METZ-SABLON,FRANCE,"RAIL TRIANGLE & STN",OCHEY,48.58129185,5.95351696,,,,,0,,,10000,OTAG
144,1918/06/26,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,3,,,,2532,253.2,49.0080848,8.4037563,KARISRUHE,GERMANY,"RAILWAY WORKSHOPS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
145,1918/06/26,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1362,227,49.0080848,8.4037563,KARLSRUHE,GERMANY,"RAILWAY STNS & FACTORIES",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
146,1918/06/26,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,23,,,,684,228,49.0080848,8.4037563,KARLSRUHE,GERMANY,"RAILWAY STN",AZELOT,48.5941522,6.2420764,,,,,1,,,6500,OTAG
147,1918/06/26,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,33,,,,1860,310,48.152448,2.202988,BOULAY,FRANCE,AERODROME,OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
148,1918/06/26,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/400",,NIGHT,,28,,,,5376,1344,48.152448,2.202988,"BOULAY, MANNHEIM, SAARBRUCKEN",FRANCE,"AERODROME, RAIL, BASF",ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,,10000,OTAG
149,1918/06/27,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2628,238.9090909,49.356794,6.167606,THIONVILLE,FRANCE,"RAILWAY WORKSHOPS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
150,1918/06/27,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,4,,,,2506,227.8181818,49.356794,6.167606,THIONVILLE,FRANCE,"RAILWAY WORKSHOPS & STN",AZELOT,48.5941522,6.2420764,,,,,1,,,10000,OTAG
151,1918/06/27,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,31,,,,1132,226.4,49.356794,6.167606,THIONVILLE,FRANCE,"RAILWAY WORKSHOPS",AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
152,1918/06/27,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,31,,,,1548,309.6,48.152448,2.202988,"BOULAY, METZ-SABLON, CONTILLON",FRANCE,"AERODROME, RAIL, TRAIN",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
153,1918/06/28,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,36,,,,1856,206.2222222,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
154,1918/06/29,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,3,,,,2364,236.4,49.488333,8.464722,MANNHEIM,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
155,1918/06/29,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,5,,,,3804,317,49.115461,6.175875,"FRESCATY, BOULAY",FRANCE,AERODROMES,OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
156,1918/06/29,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,33,,,,7952,1325.333333,49.488333,8.464722,"MANNHEIM, THIONVILLE, METZ-SABLON",GERMANY,"BASF, RAIL TARGETS",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
157,1918/06/30,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,35,,,,1854,231.75,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
158,1918/06/30,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1362,227,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
159,1918/06/30,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,36,,,,2276,252.8888889,49.193507,8.11288,LANDAU,GERMANY,"RAIL STN AND BARRACKS",AZELOT,48.5941522,6.2420764,,,,,1,,,6500,OTAG
160,1918/06/30,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,7,,,,3944,281.7142857,48.152448,2.202988,"BOULAY, THIONVILLE, REMILLY",FRANCE,"AERODROME, RAIL",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
161,1918/06/30,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,34,,,,9408,1344,49.488333,8.464722,MANNHEIM,GERMANY,"BASF, RAIL TARGETS",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
162,1918/07/01,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2420,220,49.7022517,6.58261299,"KARTHAUS, TREVES",ITALY,"RAILWAY, WORKSHOPS. SIN",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
163,1918/07/01,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1356,226,49.7022517,6.58261299,KARTHAUS,ITALY,"RAILWAYS S WORKSHIPS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
164,1918/07/01,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,28,,,,1362,340.5,49.115461,6.175875,METZ-SABLON,FRANCE,"RAILWAY STATION",AZELOT,48.5941522,6.2420764,,,,,2,,,6500,OTAG
165,1918/07/01,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,7,,,,3292,235.1428571,48.152448,2.202988,"BOULAY AND FALKENBURG",FRANCE,"AERODROME & RAIL STN",OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
166,1918/07/01,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,31,,,,6720,1344,49.488333,8.464722,"MANNHEIM & THIONVILLE",GERMANY,"BASF AND RAIL WORKS",OCHEY,48.58129185,5.95351696,,,,,0,,,6500,OTAG
167,1918/07/02,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,36,,,,2078,230.8888889,50.3566962,7.5996166,COBLENZ,GERMANY,"RAILWAY SIDINGS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
168,1918/07/02,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1368,228,45.538718,4.675828,TREVES,FRANCE,"RAILWAY STN",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
169,1918/07/03,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,28,,,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
170,1918/07/05,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,,,2610,237.2727273,50.3566962,7.5996166,COBLENZ,GERMANY,"RAILWAY SIDINGS",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
171,1918/07/05,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1312,218.6666667,49.233333,7,SAARBRUCKEN,GERMANY,"STATIONS & FACTORIES",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
172,1918/07/05,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,28,,,,908,227,50.291002,2.777535,ARRAS,FRANCE,VILLAGE,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
173,1918/07/06,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,5,,,,2774,231.1666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
174,1918/07/06,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1362,227,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
175,1918/07/06,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1698,283,49.115461,6.175875,METZ-SABLON,FRANCE,"RAILWAY STN",AZELOT,48.5941522,6.2420764,,,,,0,,,8700,OTAG
176,1918/07/06,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,36,,,,2468,274.2222222,49.133333,9.983333,"SAARBURG & MAME CANAL",GERMANY,"RAIL JTN, CONVOY",OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
177,1918/07/06,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,23,,,,4032,1344,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,OCHEY,48.58129185,5.95351696,,,,,0,,,10000,OTAG
178,1918/07/07,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1362,227,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
179,1918/07/07,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,31,,,,1132,226.4,49.4446997,7.7690041,KAISERSLAUTERN,GERMANY,"RAIL STN & FACTORIES",AZELOT,48.5941522,6.2420764,,,,,2,,,6500,OTAG
180,1918/07/08,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,5,,,,2784,232,,,"S. LUXEMBOURG",LUXEMBOURG,RAILWAY,AZELOT,48.5941522,6.2420764,,,,,0,,,9999,OTAG
181,1918/07/08,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1272,212,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
182,1918/07/08,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,28,,,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
183,1918/07/08,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,28,,,,824,206,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
184,1918/07/08,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,4,,,,3132,284.7272727,48.152448,2.202988,"BOULAY, VALLIERES, FALKNBRG",FRANCE,"AERODROM E ,TRAINS",OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
185,1918/07/08,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/400",,NIGHT,,23,,,,3920,1306.666667,52.823785,8.8519121,"FREISDORF & BOULAY",GERMANY,AERODROMES,ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,,10000,OTAG
186,1918/07/10,"WW I",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",5,NIGHT,"1918/07/10 18:05:00",33,,0,"115 MM",0,0,49.159152,5.887354,CONFLANS,FRANCE,"RAIL YARDS","AMANTY, FRANCE",,,"UP TO 11:30 PM HAVE NOT RETURNED AND NO WORD RECEIVED ON THE WHEREABOUTS OF ANY OF THEM.",NONE,,,,"UP TO 11:30 PM HAVE NOT RETURNED AND NO WORD RECEIVED ON THE WHEREABOUTS OF ANY OF THEM.","WINDY, SKY NEARLY COVERED WITH CLOUDS",13000,OTAG
187,1918/07/11,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,5,,,,2778,231.5,48.45,7.916667,OFFENBURG,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
188,1918/07/11,,UK,RAF,"NO. 100 SQDN",FE2B,,NIGHT,,3,,,,2503,250.3,48.152448,2.202988,"BOULAY, ST AUOLD",FRANCE,"AERODROMES, VILLAGE",OCHEY,48.58129185,5.95351696,,,,,0,,,8700,OTAG
189,1918/07/11,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/100",,NIGHT,,28,,,,5376,1344,52.823785,8.8519121,"FREISDORF & BOULAY",GERMANY,AERODROMES,OCHEY,48.58129185,5.95351696,,,,,0,,,10000,OTAG
